SEM,PYEAR,HTNO,SCODE,SUBNAME,INTM,EXTM,RES,R1,R2,R3
21,2023jan,216Q1A4209,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,13,,,
21,2023jan,216Q1A4209,R2021011,MATHEMATICS-III,F,0,19,,,
21,2023jan,216Q1A4209,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,216Q1A4209,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,E,3,19,,,
12,2023jan,216Q1A4209,R201218,DATA STRUCTURES,E,3,19,,,
21,2023jan,216Q1A4209,R2021121,DATABASE MANAGEMENT SYSTEMS,F,0,22,,,
21,2023jan,216Q1A4209,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,D,3,21,,,
12,2023jan,216Q1A4209,R201207,APPLIED PHYSICS,E,3,19,,,
11,2023feb,216Q1A4209,R201102,COMMUNICATIVE ENGLISH,D,3,20,,,
11,2023feb,216Q1A4209,R201115,APPLIED CHEMISTRY,F,0,22,,,
11,2023feb,216Q1A4209,R201101,MATHEMATICS - I,F,0,23,,,
11,2022APR,216Q1A4209,R201115,APPLIED CHEMISTRY,F,0,22,,,
11,2022APR,216Q1A4209,R201116,APPLIED CHEMISTRY LAB,A+,1.5,15,,,
11,2022APR,216Q1A4209,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,216Q1A4209,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,11,,,
11,2022APR,216Q1A4209,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,20,,,
11,2022APR,216Q1A4209,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
11,2022APR,216Q1A4209,R201102,COMMUNICATIVE ENGLISH,F,0,20,,,
11,2022APR,216Q1A4209,R201101,MATHEMATICS - I,F,0,23,,,
11,2022APR,216Q1A4209,R201118,COMPUTER ENGINEERING WORKSHOP,A,3,12,,,
12,2022aug,216Q1A4209,R201221,DIGITAL LOGIC DESIGN,F,0,21,,,
12,2022aug,216Q1A4209,R201250,PYTHON PROGRAMMING LABORATORY,A,1.5,13,,,
12,2022aug,216Q1A4209,R201241,DATA STRUCTURES LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4209,R201233,APPLIED PHYSICS LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4209,R201225,PYTHON PROGRAMMING,F,0,17,,,
12,2022aug,216Q1A4209,R201218,DATA STRUCTURES,F,0,19,,,
12,2022aug,216Q1A4209,R201207,APPLIED PHYSICS,F,0,19,,,
12,2022aug,216Q1A4209,R201201,MATHEMATICS-II,F,0,21,,,
12,2022aug,216Q1A4209,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
22,2023JULY,216Q1A4210,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A,2,0,,,
22,2023JULY,216Q1A4210,R2022422,DATA WAREHOUSING AND MINING,D,3,19,,,
22,2023JULY,216Q1A4210,R2022424,DATA MINING USING PYTHON LAB,A,1.5,13,,,
22,2023JULY,216Q1A4210,R2022421,COMPUTER ORGANIZATION,F,0,18,,,
22,2023JULY,216Q1A4210,R2022425,WEB APPLICATION DEVELOPMENT LAB,A+,1.5,13,,,
22,2023JULY,216Q1A4210,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,F,0,20,,,
22,2023JULY,216Q1A4210,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,19,,,
21,2023JULY,216Q1A4210,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,D,3,20,,,
21,2023JULY,216Q1A4210,R2021121,DATABASE MANAGEMENT SYSTEMS,D,3,22,,,
21,2023JULY,216Q1A4210,R2021011,MATHEMATICS-III,F,0,21,,,
21,2023JULY,216Q1A4210,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,E,3,20,,,
22,2023JULY,216Q1A4210,R2022423,R PROGRAMMING LAB,A,1.5,12,,,
22,2023JULY,216Q1A4210,R2022051,PROBABILITY AND STATISTICS,F,0,18,,,
12,2023aug,216Q1A4210,R201207,APPLIED PHYSICS,F,0,22,,,
12,2023aug,216Q1A4210,R201201,MATHEMATICS-II,F,0,20,,,
12,2023aug,216Q1A4210,R201221,DIGITAL LOGIC DESIGN,E,3,23,,,
12,2023aug,216Q1A4210,R201225,PYTHON PROGRAMMING,F,0,22,,,
12,2023aug,216Q1A4210,R201218,DATA STRUCTURES,F,0,20,,,
11,2022sep,216Q1A4210,R201101,MATHEMATICS - I,F,0,19,,,
11,2022sep,216Q1A4210,R201115,APPLIED CHEMISTRY,D,3,21,,,
21,2023jan,216Q1A4210,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,F,0,20,,,
21,2023jan,216Q1A4210,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,E,3,18,,,
21,2023jan,216Q1A4210,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A,1.5,13,,,
21,2023jan,216Q1A4210,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A,1.5,15,,,
21,2023jan,216Q1A4210,R2021121,DATABASE MANAGEMENT SYSTEMS,F,0,22,,,
21,2023jan,216Q1A4210,R2021425,MOBILE APP DEVELOPMENT,A,2,0,,,
21,2023jan,216Q1A4210,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4210,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,14,,,
12,2023jan,216Q1A4210,R201218,DATA STRUCTURES,F,0,20,,,
21,2023jan,216Q1A4210,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,216Q1A4210,R2021011,MATHEMATICS-III,F,0,21,,,
21,2023jan,216Q1A4210,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,20,,,
12,2023jan,216Q1A4210,R201207,APPLIED PHYSICS,F,0,22,,,
12,2023jan,216Q1A4210,R201221,DIGITAL LOGIC DESIGN,F,0,23,,,
12,2023jan,216Q1A4210,R201225,PYTHON PROGRAMMING,F,0,22,,,
12,2023jan,216Q1A4210,R201201,MATHEMATICS-II,F,0,20,,,
11,2023feb,216Q1A4210,R201101,MATHEMATICS - I,F,0,19,,,
11,2022APR,216Q1A4210,R201101,MATHEMATICS - I,F,0,19,,,
11,2022APR,216Q1A4210,R201102,COMMUNICATIVE ENGLISH,C,3,23,,,
11,2022APR,216Q1A4210,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
11,2022APR,216Q1A4210,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,19,,,
11,2022APR,216Q1A4210,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,B,1.5,11,,,
11,2022APR,216Q1A4210,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,216Q1A4210,R201115,APPLIED CHEMISTRY,F,0,21,,,
11,2022APR,216Q1A4210,R201116,APPLIED CHEMISTRY LAB,A,1.5,13,,,
11,2022APR,216Q1A4210,R201118,COMPUTER ENGINEERING WORKSHOP,A,3,12,,,
12,2022aug,216Q1A4210,R201221,DIGITAL LOGIC DESIGN,F,0,23,,,
12,2022aug,216Q1A4210,R201241,DATA STRUCTURES LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4210,R201233,APPLIED PHYSICS LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4210,R201250,PYTHON PROGRAMMING LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4210,R201218,DATA STRUCTURES,F,0,20,,,
12,2022aug,216Q1A4210,R201207,APPLIED PHYSICS,F,0,22,,,
12,2022aug,216Q1A4210,R201201,MATHEMATICS-II,F,0,20,,,
12,2022aug,216Q1A4210,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,216Q1A4210,R201225,PYTHON PROGRAMMING,F,0,22,,,
22,2023JULY,216Q1A4211,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A,2,0,,,
22,2023JULY,216Q1A4211,R2022423,R PROGRAMMING LAB,A,1.5,13,,,
22,2023JULY,216Q1A4211,R2022422,DATA WAREHOUSING AND MINING,F,0,17,,,
22,2023JULY,216Q1A4211,R2022051,PROBABILITY AND STATISTICS,F,0,19,,,
22,2023JULY,216Q1A4211,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,18,,,
22,2023JULY,216Q1A4211,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,F,0,19,,,
21,2023JULY,216Q1A4211,R2021011,MATHEMATICS-III,F,0,22,,,
22,2023JULY,216Q1A4211,R2022425,WEB APPLICATION DEVELOPMENT LAB,A,1.5,13,,,
22,2023JULY,216Q1A4211,R2022424,DATA MINING USING PYTHON LAB,A,1.5,13,,,
21,2023JULY,216Q1A4211,R2021121,DATABASE MANAGEMENT SYSTEMS,D,3,22,,,
21,2023JULY,216Q1A4211,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,C,3,22,,,
22,2023JULY,216Q1A4211,R2022421,COMPUTER ORGANIZATION,F,0,17,,,
12,2023aug,216Q1A4211,R201201,MATHEMATICS-II,E,3,20,,,
12,2023aug,216Q1A4211,R201225,PYTHON PROGRAMMING,F,0,23,,,
12,2023aug,216Q1A4211,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2023aug,216Q1A4211,R201207,APPLIED PHYSICS,F,0,21,,,
12,2023aug,216Q1A4211,R201218,DATA STRUCTURES,F,0,20,,,
11,2022sep,216Q1A4211,R201101,MATHEMATICS - I,F,0,22,,,
11,2022sep,216Q1A4211,R201115,APPLIED CHEMISTRY,F,0,22,,,
12,2023jan,216Q1A4211,R201201,MATHEMATICS-II,F,0,20,,,
21,2023jan,216Q1A4211,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A,1.5,15,,,
21,2023jan,216Q1A4211,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,13,,,
21,2023jan,216Q1A4211,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4211,R2021425,MOBILE APP DEVELOPMENT,A,2,0,,,
21,2023jan,216Q1A4211,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A,1.5,13,,,
21,2023jan,216Q1A4211,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,F,0,22,,,
21,2023jan,216Q1A4211,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,C,3,20,,,
21,2023jan,216Q1A4211,R2021121,DATABASE MANAGEMENT SYSTEMS,F,0,22,,,
21,2023jan,216Q1A4211,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,D,3,17,,,
21,2023jan,216Q1A4211,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,216Q1A4211,R2021011,MATHEMATICS-III,F,0,22,,,
12,2023jan,216Q1A4211,R201225,PYTHON PROGRAMMING,F,0,23,,,
12,2023jan,216Q1A4211,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2023jan,216Q1A4211,R201207,APPLIED PHYSICS,F,0,21,,,
12,2023jan,216Q1A4211,R201218,DATA STRUCTURES,F,0,20,,,
11,2023feb,216Q1A4211,R201101,MATHEMATICS - I,F,0,22,,,
11,2023feb,216Q1A4211,R201115,APPLIED CHEMISTRY,F,0,22,,,
11,2022APR,216Q1A4211,R201115,APPLIED CHEMISTRY,F,0,22,,,
11,2022APR,216Q1A4211,R201118,COMPUTER ENGINEERING WORKSHOP,A,3,11,,,
11,2022APR,216Q1A4211,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
11,2022APR,216Q1A4211,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,20,,,
11,2022APR,216Q1A4211,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,11,,,
11,2022APR,216Q1A4211,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,216Q1A4211,R201102,COMMUNICATIVE ENGLISH,A,3,23,,,
11,2022APR,216Q1A4211,R201116,APPLIED CHEMISTRY LAB,A+,1.5,14,,,
11,2022APR,216Q1A4211,R201101,MATHEMATICS - I,F,0,22,,,
12,2022aug,216Q1A4211,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2022aug,216Q1A4211,R201250,PYTHON PROGRAMMING LABORATORY,A,1.5,11,,,
12,2022aug,216Q1A4211,R201241,DATA STRUCTURES LABORATORY,A,1.5,11,,,
12,2022aug,216Q1A4211,R201233,APPLIED PHYSICS LABORATORY,A,1.5,11,,,
12,2022aug,216Q1A4211,R201225,PYTHON PROGRAMMING,F,0,23,,,
12,2022aug,216Q1A4211,R201218,DATA STRUCTURES,F,0,20,,,
12,2022aug,216Q1A4211,R201207,APPLIED PHYSICS,F,0,21,,,
12,2022aug,216Q1A4211,R201201,MATHEMATICS-II,F,0,20,,,
12,2022aug,216Q1A4211,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
21,2023JULY,216Q1A4212,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,D,3,21,,,
21,2023JULY,216Q1A4212,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,E,3,23,,,
22,2023JULY,216Q1A4212,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A,2,0,,,
22,2023JULY,216Q1A4212,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,E,3,22,,,
22,2023JULY,216Q1A4212,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,D,3,25,,,
22,2023JULY,216Q1A4212,R2022421,COMPUTER ORGANIZATION,F,0,19,,,
22,2023JULY,216Q1A4212,R2022422,DATA WAREHOUSING AND MINING,D,3,18,,,
22,2023JULY,216Q1A4212,R2022423,R PROGRAMMING LAB,A+,1.5,13,,,
22,2023JULY,216Q1A4212,R2022424,DATA MINING USING PYTHON LAB,A+,1.5,13,,,
22,2023JULY,216Q1A4212,R2022425,WEB APPLICATION DEVELOPMENT LAB,A,1.5,12,,,
21,2023JULY,216Q1A4212,R2021011,MATHEMATICS-III,F,0,22,,,
22,2023JULY,216Q1A4212,R2022051,PROBABILITY AND STATISTICS,F,0,20,,,
12,2023aug,216Q1A4212,R201201,MATHEMATICS-II,C,3,21,,,
12,2023aug,216Q1A4212,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2023aug,216Q1A4212,R201207,APPLIED PHYSICS,F,0,21,,,
11,2022sep,216Q1A4212,R201101,MATHEMATICS - I,D,3,24,,,
11,2022sep,216Q1A4212,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,20,,,
21,2023jan,216Q1A4212,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A,1.5,12,,,
21,2023jan,216Q1A4212,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,E,3,18,,,
12,2023jan,216Q1A4212,R201201,MATHEMATICS-II,F,0,21,,,
12,2023jan,216Q1A4212,R201207,APPLIED PHYSICS,F,0,21,,,
21,2023jan,216Q1A4212,R2021425,MOBILE APP DEVELOPMENT,A,2,0,,,
21,2023jan,216Q1A4212,R2021011,MATHEMATICS-III,F,0,22,,,
12,2023jan,216Q1A4212,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
21,2023jan,216Q1A4212,R2021121,DATABASE MANAGEMENT SYSTEMS,D,3,22,,,
21,2023jan,216Q1A4212,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,13,,,
21,2023jan,216Q1A4212,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,F,0,21,,,
21,2023jan,216Q1A4212,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,F,0,23,,,
21,2023jan,216Q1A4212,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,216Q1A4212,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A+,1.5,15,,,
21,2023jan,216Q1A4212,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
11,2023feb,216Q1A4212,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,20,,,
11,2022APR,216Q1A4212,R201102,COMMUNICATIVE ENGLISH,B,3,23,,,
11,2022APR,216Q1A4212,R201118,COMPUTER ENGINEERING WORKSHOP,A,3,12,,,
11,2022APR,216Q1A4212,R201116,APPLIED CHEMISTRY LAB,A+,1.5,14,,,
11,2022APR,216Q1A4212,R201115,APPLIED CHEMISTRY,D,3,21,,,
11,2022APR,216Q1A4212,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,216Q1A4212,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,11,,,
11,2022APR,216Q1A4212,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
11,2022APR,216Q1A4212,R201101,MATHEMATICS - I,F,0,24,,,
11,2022APR,216Q1A4212,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,20,,,
12,2022aug,216Q1A4212,R201233,APPLIED PHYSICS LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4212,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2022aug,216Q1A4212,R201250,PYTHON PROGRAMMING LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4212,R201241,DATA STRUCTURES LABORATORY,A,1.5,13,,,
12,2022aug,216Q1A4212,R201201,MATHEMATICS-II,F,0,21,,,
12,2022aug,216Q1A4212,R201218,DATA STRUCTURES,E,3,21,,,
12,2022aug,216Q1A4212,R201207,APPLIED PHYSICS,F,0,21,,,
12,2022aug,216Q1A4212,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,216Q1A4212,R201225,PYTHON PROGRAMMING,D,3,22,,,
22,2023JULY,216Q1A4213,R2022421,COMPUTER ORGANIZATION,E,3,19,,,
21,2023JULY,216Q1A4213,R2021011,MATHEMATICS-III,F,0,20,,,
22,2023JULY,216Q1A4213,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A,2,0,,,
22,2023JULY,216Q1A4213,R2022425,WEB APPLICATION DEVELOPMENT LAB,A,1.5,13,,,
22,2023JULY,216Q1A4213,R2022424,DATA MINING USING PYTHON LAB,A,1.5,13,,,
22,2023JULY,216Q1A4213,R2022422,DATA WAREHOUSING AND MINING,F,0,21,,,
22,2023JULY,216Q1A4213,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,D,3,26,,,
22,2023JULY,216Q1A4213,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,E,3,25,,,
22,2023JULY,216Q1A4213,R2022051,PROBABILITY AND STATISTICS,F,0,20,,,
22,2023JULY,216Q1A4213,R2022423,R PROGRAMMING LAB,A,1.5,13,,,
12,2023aug,216Q1A4213,R201201,MATHEMATICS-II,F,0,19,,,
12,2023aug,216Q1A4213,R201207,APPLIED PHYSICS,E,3,20,,,
11,2022sep,216Q1A4213,R201101,MATHEMATICS - I,F,0,21,,,
21,2023jan,216Q1A4213,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,C,3,24,,,
21,2023jan,216Q1A4213,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A,1.5,13,,,
21,2023jan,216Q1A4213,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A+,1.5,15,,,
21,2023jan,216Q1A4213,R2021425,MOBILE APP DEVELOPMENT,A,2,0,,,
21,2023jan,216Q1A4213,R2021121,DATABASE MANAGEMENT SYSTEMS,E,3,21,,,
21,2023jan,216Q1A4213,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,D,3,24,,,
21,2023jan,216Q1A4213,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,D,3,24,,,
21,2023jan,216Q1A4213,R2021011,MATHEMATICS-III,F,0,20,,,
21,2023jan,216Q1A4213,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,15,,,
12,2023jan,216Q1A4213,R201207,APPLIED PHYSICS,F,0,20,,,
21,2023jan,216Q1A4213,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
12,2023jan,216Q1A4213,R201225,PYTHON PROGRAMMING,D,3,19,,,
21,2023jan,216Q1A4213,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
12,2023jan,216Q1A4213,R201201,MATHEMATICS-II,F,0,19,,,
11,2023feb,216Q1A4213,R201101,MATHEMATICS - I,F,0,21,,,
11,2022APR,216Q1A4213,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,11,,,
11,2022APR,216Q1A4213,R201116,APPLIED CHEMISTRY LAB,A+,1.5,15,,,
11,2022APR,216Q1A4213,R201118,COMPUTER ENGINEERING WORKSHOP,A+,3,12,,,
11,2022APR,216Q1A4213,R201115,APPLIED CHEMISTRY,D,3,23,,,
11,2022APR,216Q1A4213,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
11,2022APR,216Q1A4213,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A+,1.5,14,,,
11,2022APR,216Q1A4213,R201102,COMMUNICATIVE ENGLISH,D,3,24,,,
11,2022APR,216Q1A4213,R201101,MATHEMATICS - I,F,0,21,,,
11,2022APR,216Q1A4213,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,E,3,20,,,
12,2022aug,216Q1A4213,R201221,DIGITAL LOGIC DESIGN,D,3,19,,,
12,2022aug,216Q1A4213,R201250,PYTHON PROGRAMMING LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4213,R201241,DATA STRUCTURES LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4213,R201233,APPLIED PHYSICS LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4213,R201225,PYTHON PROGRAMMING,F,0,19,,,
12,2022aug,216Q1A4213,R201218,DATA STRUCTURES,E,3,19,,,
12,2022aug,216Q1A4213,R201207,APPLIED PHYSICS,F,0,20,,,
12,2022aug,216Q1A4213,R201201,MATHEMATICS-II,F,0,19,,,
12,2022aug,216Q1A4213,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2023jan,216Q1A4214,R201221,DIGITAL LOGIC DESIGN,E,3,21,,,
22,2023JULY,216Q1A4214,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A+,2,0,,,
22,2023JULY,216Q1A4214,R2022425,WEB APPLICATION DEVELOPMENT LAB,A+,1.5,12,,,
22,2023JULY,216Q1A4214,R2022424,DATA MINING USING PYTHON LAB,A+,1.5,13,,,
22,2023JULY,216Q1A4214,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,E,3,23,,,
22,2023JULY,216Q1A4214,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,D,3,26,,,
22,2023JULY,216Q1A4214,R2022051,PROBABILITY AND STATISTICS,D,3,21,,,
22,2023JULY,216Q1A4214,R2022422,DATA WAREHOUSING AND MINING,D,3,22,,,
22,2023JULY,216Q1A4214,R2022421,COMPUTER ORGANIZATION,E,3,22,,,
22,2023JULY,216Q1A4214,R2022423,R PROGRAMMING LAB,A,1.5,12,,,
21,2023jan,216Q1A4214,R2021011,MATHEMATICS-III,D,3,25,,,
21,2023jan,216Q1A4214,R2021121,DATABASE MANAGEMENT SYSTEMS,D,3,26,,,
21,2023jan,216Q1A4214,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5,14,,,
21,2023jan,216Q1A4214,R2021421,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,E,3,22,,,
21,2023jan,216Q1A4214,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,D,3,22,,,
21,2023jan,216Q1A4214,R2021423,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,A+,1.5,14,,,
21,2023jan,216Q1A4214,R2021424,OBJECT ORIENTED PROGRAMMING WITH JAVA LA,A+,1.5,15,,,
21,2023jan,216Q1A4214,R2021425,MOBILE APP DEVELOPMENT,A+,2,0,,,
21,2023jan,216Q1A4214,R2021426,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4214,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,D,3,24,,,
12,2023jan,216Q1A4214,R201221,DIGITAL LOGIC DESIGN,F,0,21,,,
12,2023jan,216Q1A4214,R201225,PYTHON PROGRAMMING,E,3,21,,,
21,2023jan,216Q1A4214,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
11,2022APR,216Q1A4214,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,20,,,
11,2022APR,216Q1A4214,R201101,MATHEMATICS - I,D,3,23,,,
11,2022APR,216Q1A4214,R201118,COMPUTER ENGINEERING WORKSHOP,A+,3,12,,,
11,2022APR,216Q1A4214,R201116,APPLIED CHEMISTRY LAB,A+,1.5,12,,,
11,2022APR,216Q1A4214,R201115,APPLIED CHEMISTRY,D,3,20,,,
11,2022APR,216Q1A4214,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,12,,,
11,2022APR,216Q1A4214,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A+,1.5,13,,,
11,2022APR,216Q1A4214,R201102,COMMUNICATIVE ENGLISH,A,3,22,,,
11,2022APR,216Q1A4214,R201114,ENVIRONMENTAL SCIENCE,COMPLE,0,0,,,
12,2022aug,216Q1A4214,R201201,MATHEMATICS-II,C,3,22,,,
12,2022aug,216Q1A4214,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,216Q1A4214,R201241,DATA STRUCTURES LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4214,R201250,PYTHON PROGRAMMING LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4214,R201233,APPLIED PHYSICS LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4214,R201221,DIGITAL LOGIC DESIGN,F,0,21,,,
12,2022aug,216Q1A4214,R201207,APPLIED PHYSICS,D,3,22,,,
12,2022aug,216Q1A4214,R201218,DATA STRUCTURES,E,3,21,,,
12,2022aug,216Q1A4214,R201225,PYTHON PROGRAMMING,F,0,21,,,
22,2023JULY,216Q1A4215,R2022423,R PROGRAMMING LAB,A,1.5,12,,,
22,2023JULY,216Q1A4215,R2022422,DATA WAREHOUSING AND MINING,E,3,19,,,
22,2023JULY,216Q1A4215,R2022421,COMPUTER ORGANIZATION,F,0,18,,,
22,2023JULY,216Q1A4215,R2022051,PROBABILITY AND STATISTICS,F,0,20,,,
22,2023JULY,216Q1A4215,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,F,0,25,,,
22,2023JULY,216Q1A4215,R2022426,NATURAL LANGUAGE PROCESSING WITH PYTHON,A+,2,0,,,
22,2023JULY,216Q1A4215,R2022425,WEB APPLICATION DEVELOPMENT LAB,A+,1.5,13,,,
21,2023JULY,216Q1A4215,R2021011,MATHEMATICS-III,F,0,21,,,
22,2023JULY,216Q1A4215,R2022424,DATA MINING USING PYTHON LAB,A+,1.5,13,,,
22,2023JULY,216Q1A4215,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,19,,,
11,2022sep,216Q1A4215,R201115,APPLIED CHEMISTRY,F,0,22,,,
21,2023jan,216Q1A4215,R2021123,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5,14,,,
