SEM,PYEAR,HTNO,SCODE,SUBNAME,INTM,EXTM,RES,R1,R2,R3
21,2023jan,216Q1A4653,R2021052,OPERATING SYSTEMS,D,3,25,,,
21,2023jan,216Q1A4653,R2021039,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4653,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,216Q1A4653,R2021011,MATHEMATICS-III,E,3,20,,,
21,2023jan,216Q1A4653,R2021062,JAVA PROGRAMMING,E,3,22,,,
11,2023feb,216Q1A4653,R201117,APPLIED PHYSICS,F,0,21,,,
11,2023feb,216Q1A4653,R201101,MATHEMATICS - I,E,3,20,,,
11,2022APR,216Q1A4653,R201117,APPLIED PHYSICS,F,0,21,,,
11,2022APR,216Q1A4653,R201120,COMPUTER ENGINEERING WORKSHOP,A,3,14,,,
11,2022APR,216Q1A4653,R201119,APPLIED PHYSICS LAB,A,1.5,12,,,
11,2022APR,216Q1A4653,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,20,,,
11,2022APR,216Q1A4653,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,14,,,
11,2022APR,216Q1A4653,R201101,MATHEMATICS - I,F,0,20,,,
11,2022APR,216Q1A4653,R201102,COMMUNICATIVE ENGLISH,D,3,20,,,
11,2022APR,216Q1A4653,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,B,1.5,12,,,
22,2023JULY,216Q1A4654,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,F,0,17,,,
22,2023JULY,216Q1A4654,R2022463,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,14,,,
22,2023JULY,216Q1A4654,R2022462,R PROGRAMMING LAB,A,1.5,14,,,
22,2023JULY,216Q1A4654,R2022464,ANDROID APPLICATION DEVELOPMENT,A,2,0,,,
22,2023JULY,216Q1A4654,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,17,,,
22,2023JULY,216Q1A4654,R2022052,DATABASE MANAGEMENT SYSTEMS,F,0,16,,,
22,2023JULY,216Q1A4654,R2022051,PROBABILITY AND STATISTICS,F,0,18,,,
22,2023JULY,216Q1A4654,R2022461,COMPUTER ORGANIZATION& ARCHITECTURE LAB,A,1.5,14,,,
22,2023JULY,216Q1A4654,R2022061,COMPUTER ORGANIZATION& ARCHITECTURE,E,3,17,,,
21,2023JULY,216Q1A4654,R2021061,DATA STRUCTURES,D,3,20,,,
21,2023JULY,216Q1A4654,R2021011,MATHEMATICS-III,F,0,21,,,
12,2023aug,216Q1A4654,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2023aug,216Q1A4654,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,21,,,
12,2023aug,216Q1A4654,R201219,PROBLEM SOLVING USING PYTHON,D,3,20,,,
12,2023aug,216Q1A4654,R201215,APPLIED CHEMISTRY,F,0,20,,,
12,2023aug,216Q1A4654,R201201,MATHEMATICS-II,F,0,19,,,
21,2023JULY,216Q1A4654,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,18,,,
21,2023JULY,216Q1A4654,R2021052,OPERATING SYSTEMS,E,3,21,,,
21,2023JULY,216Q1A4654,R2021062,JAVA PROGRAMMING,F,0,20,,,
12,2022aug,216Q1A4654,R201215,APPLIED CHEMISTRY,F,0,20,,,
12,2022aug,216Q1A4654,R201201,MATHEMATICS-II,F,0,19,,,
12,2022aug,216Q1A4654,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2022aug,216Q1A4654,R201239,APPLIED CHEMISTRY LABORATORY,A,1.5,13,,,
12,2022aug,216Q1A4654,R201242,PROBLEM SOLVING USING PYTHON LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4654,R201243,DIGITAL LOGIC DESIGN LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4654,R201219,PROBLEM SOLVING USING PYTHON,F,0,20,,,
11,2022sep,216Q1A4654,R201101,MATHEMATICS - I,AB,0,24,,,
11,2022sep,216Q1A4654,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,22,,,
11,2022sep,216Q1A4654,R201117,APPLIED PHYSICS,F,0,22,,,
12,2022aug,216Q1A4654,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,21,,,
12,2022aug,216Q1A4654,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2023jan,216Q1A4654,R201215,APPLIED CHEMISTRY,ABSENT,0,20,,,
12,2023jan,216Q1A4654,R201201,MATHEMATICS-II,F,0,19,,,
12,2023jan,216Q1A4654,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2023jan,216Q1A4654,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,21,,,
12,2023jan,216Q1A4654,R201219,PROBLEM SOLVING USING PYTHON,F,0,20,,,
21,2023jan,216Q1A4654,R2021063,DATA STRUCTURES LAB,A,1.5,14,,,
21,2023jan,216Q1A4654,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,18,,,
21,2023jan,216Q1A4654,R2021066,FREE AND OPEN SOURCE SOFTWARE,A,2,0,,,
21,2023jan,216Q1A4654,R2021065,JAVA PROGRAMMING LAB,A,1.5,14,,,
21,2023jan,216Q1A4654,R2021064,OS&UNIX PROGRAMMING LAB,A,1.5,14,,,
21,2023jan,216Q1A4654,R2021011,MATHEMATICS-III,F,0,21,,,
21,2023jan,216Q1A4654,R2021052,OPERATING SYSTEMS,F,0,21,,,
21,2023jan,216Q1A4654,R2021039,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4654,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,216Q1A4654,R2021062,JAVA PROGRAMMING,F,0,20,,,
21,2023jan,216Q1A4654,R2021061,DATA STRUCTURES,F,0,20,,,
11,2023feb,216Q1A4654,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,22,,,
11,2023feb,216Q1A4654,R201101,MATHEMATICS - I,F,0,24,,,
11,2023feb,216Q1A4654,R201117,APPLIED PHYSICS,F,0,22,,,
11,2022APR,216Q1A4654,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,22,,,
11,2022APR,216Q1A4654,R201120,COMPUTER ENGINEERING WORKSHOP,A+,3,15,,,
11,2022APR,216Q1A4654,R201119,APPLIED PHYSICS LAB,A,1.5,12,,,
11,2022APR,216Q1A4654,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A+,1.5,12,,,
11,2022APR,216Q1A4654,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A+,1.5,15,,,
11,2022APR,216Q1A4654,R201102,COMMUNICATIVE ENGLISH,B,3,21,,,
11,2022APR,216Q1A4654,R201101,MATHEMATICS - I,F,0,24,,,
11,2022APR,216Q1A4654,R201117,APPLIED PHYSICS,F,0,22,,,
22,2023JULY,216Q1A4655,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,F,0,17,,,
22,2023JULY,216Q1A4655,R2022464,ANDROID APPLICATION DEVELOPMENT,A,2,0,,,
22,2023JULY,216Q1A4655,R2022463,DATABASE MANAGEMENT SYSTEMS LAB,B,1.5,12,,,
22,2023JULY,216Q1A4655,R2022462,R PROGRAMMING LAB,B,1.5,11,,,
22,2023JULY,216Q1A4655,R2022061,COMPUTER ORGANIZATION& ARCHITECTURE,F,0,16,,,
22,2023JULY,216Q1A4655,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,16,,,
22,2023JULY,216Q1A4655,R2022052,DATABASE MANAGEMENT SYSTEMS,F,0,15,,,
22,2023JULY,216Q1A4655,R2022051,PROBABILITY AND STATISTICS,F,0,17,,,
22,2023JULY,216Q1A4655,R2022461,COMPUTER ORGANIZATION& ARCHITECTURE LAB,B,1.5,12,,,
12,2022aug,216Q1A4655,R201201,MATHEMATICS-II,F,0,21,,,
12,2022aug,216Q1A4655,R201242,PROBLEM SOLVING USING PYTHON LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4655,R201239,APPLIED CHEMISTRY LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4655,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,216Q1A4655,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2022aug,216Q1A4655,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,21,,,
12,2022aug,216Q1A4655,R201215,APPLIED CHEMISTRY,F,0,19,,,
11,2022sep,216Q1A4655,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,18,,,
12,2022aug,216Q1A4655,R201219,PROBLEM SOLVING USING PYTHON,F,0,22,,,
11,2022sep,216Q1A4655,R201102,COMMUNICATIVE ENGLISH,E,3,20,,,
12,2022aug,216Q1A4655,R201243,DIGITAL LOGIC DESIGN LABORATORY,A,1.5,14,,,
11,2022sep,216Q1A4655,R201117,APPLIED PHYSICS,F,0,21,,,
11,2022sep,216Q1A4655,R201101,MATHEMATICS - I,F,0,21,,,
12,2023jan,216Q1A4655,R201221,DIGITAL LOGIC DESIGN,F,0,20,,,
12,2023jan,216Q1A4655,R201215,APPLIED CHEMISTRY,F,0,19,,,
12,2023jan,216Q1A4655,R201219,PROBLEM SOLVING USING PYTHON,F,0,22,,,
21,2023jan,216Q1A4655,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,19,,,
21,2023jan,216Q1A4655,R2021066,FREE AND OPEN SOURCE SOFTWARE,A+,2,0,,,
21,2023jan,216Q1A4655,R2021065,JAVA PROGRAMMING LAB,A,1.5,10,,,
21,2023jan,216Q1A4655,R2021064,OS&UNIX PROGRAMMING LAB,A,1.5,10,,,
21,2023jan,216Q1A4655,R2021063,DATA STRUCTURES LAB,A,1.5,10,,,
21,2023jan,216Q1A4655,R2021061,DATA STRUCTURES,F,0,20,,,
21,2023jan,216Q1A4655,R2021052,OPERATING SYSTEMS,F,0,21,,,
21,2023jan,216Q1A4655,R2021039,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4655,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,216Q1A4655,R2021011,MATHEMATICS-III,F,0,20,,,
21,2023jan,216Q1A4655,R2021062,JAVA PROGRAMMING,F,0,19,,,
11,2023feb,216Q1A4655,R201117,APPLIED PHYSICS,F,0,21,,,
11,2023feb,216Q1A4655,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,18,,,
11,2023feb,216Q1A4655,R201101,MATHEMATICS - I,F,0,21,,,
11,2022APR,216Q1A4655,R201120,COMPUTER ENGINEERING WORKSHOP,A,3,12,,,
11,2022APR,216Q1A4655,R201117,APPLIED PHYSICS,F,0,21,,,
11,2022APR,216Q1A4655,R201119,APPLIED PHYSICS LAB,A,1.5,12,,,
11,2022APR,216Q1A4655,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,18,,,
11,2022APR,216Q1A4655,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
11,2022APR,216Q1A4655,R201101,MATHEMATICS - I,F,0,21,,,
11,2022APR,216Q1A4655,R201102,COMMUNICATIVE ENGLISH,F,0,20,,,
11,2022APR,216Q1A4655,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,11,,,
11,2023july,216Q1A4656,R201117,APPLIED PHYSICS,F,0,20,,,
11,2023july,216Q1A4656,R201101,MATHEMATICS - I,F,0,21,,,
22,2023JULY,216Q1A4656,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,E,3,16,,,
22,2023JULY,216Q1A4656,R2022463,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,13,,,
22,2023JULY,216Q1A4656,R2022462,R PROGRAMMING LAB,A,1.5,13,,,
22,2023JULY,216Q1A4656,R2022464,ANDROID APPLICATION DEVELOPMENT,A,2,0,,,
22,2023JULY,216Q1A4656,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,E,3,15,,,
22,2023JULY,216Q1A4656,R2022052,DATABASE MANAGEMENT SYSTEMS,E,3,16,,,
22,2023JULY,216Q1A4656,R2022051,PROBABILITY AND STATISTICS,E,3,16,,,
22,2023JULY,216Q1A4656,R2022461,COMPUTER ORGANIZATION& ARCHITECTURE LAB,A,1.5,14,,,
22,2023JULY,216Q1A4656,R2022061,COMPUTER ORGANIZATION& ARCHITECTURE,E,3,15,,,
12,2022aug,216Q1A4656,R201215,APPLIED CHEMISTRY,F,0,21,,,
12,2022aug,216Q1A4656,R201243,DIGITAL LOGIC DESIGN LABORATORY,A,1.5,13,,,
12,2022aug,216Q1A4656,R201242,PROBLEM SOLVING USING PYTHON LABORATORY,A,1.5,13,,,
12,2022aug,216Q1A4656,R201239,APPLIED CHEMISTRY LABORATORY,A+,1.5,13,,,
12,2022aug,216Q1A4656,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,216Q1A4656,R201221,DIGITAL LOGIC DESIGN,F,0,19,,,
12,2022aug,216Q1A4656,R201219,PROBLEM SOLVING USING PYTHON,F,0,20,,,
12,2022aug,216Q1A4656,R201201,MATHEMATICS-II,F,0,21,,,
11,2022sep,216Q1A4656,R201101,MATHEMATICS - I,F,0,21,,,
11,2022sep,216Q1A4656,R201117,APPLIED PHYSICS,F,0,20,,,
12,2022aug,216Q1A4656,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,19,,,
12,2023jan,216Q1A4656,R201201,MATHEMATICS-II,F,0,21,,,
12,2023jan,216Q1A4656,R201215,APPLIED CHEMISTRY,F,0,21,,,
12,2023jan,216Q1A4656,R201221,DIGITAL LOGIC DESIGN,F,0,19,,,
12,2023jan,216Q1A4656,R201219,PROBLEM SOLVING USING PYTHON,F,0,20,,,
12,2023jan,216Q1A4656,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,19,,,
21,2023jan,216Q1A4656,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,216Q1A4656,R2021065,JAVA PROGRAMMING LAB,A,1.5,14,,,
21,2023jan,216Q1A4656,R2021062,JAVA PROGRAMMING,F,0,22,,,
21,2023jan,216Q1A4656,R2021064,OS&UNIX PROGRAMMING LAB,A,1.5,14,,,
21,2023jan,216Q1A4656,R2021066,FREE AND OPEN SOURCE SOFTWARE,A,2,0,,,
21,2023jan,216Q1A4656,R2021063,DATA STRUCTURES LAB,A,1.5,14,,,
21,2023jan,216Q1A4656,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,17,,,
21,2023jan,216Q1A4656,R2021039,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4656,R2021011,MATHEMATICS-III,F,0,17,,,
21,2023jan,216Q1A4656,R2021052,OPERATING SYSTEMS,F,0,21,,,
21,2023jan,216Q1A4656,R2021061,DATA STRUCTURES,F,0,22,,,
11,2023feb,216Q1A4656,R201101,MATHEMATICS - I,F,0,21,,,
11,2023feb,216Q1A4656,R201117,APPLIED PHYSICS,F,0,20,,,
11,2022APR,216Q1A4656,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,22,,,
11,2022APR,216Q1A4656,R201119,APPLIED PHYSICS LAB,A,1.5,11,,,
11,2022APR,216Q1A4656,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,12,,,
11,2022APR,216Q1A4656,R201120,COMPUTER ENGINEERING WORKSHOP,A+,3,12,,,
11,2022APR,216Q1A4656,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,12,,,
11,2022APR,216Q1A4656,R201102,COMMUNICATIVE ENGLISH,D,3,22,,,
11,2022APR,216Q1A4656,R201101,MATHEMATICS - I,F,0,21,,,
11,2022APR,216Q1A4656,R201117,APPLIED PHYSICS,F,0,20,,,
11,2023july,216Q1A4657,R201117,APPLIED PHYSICS,F,0,23,,,
22,2023JULY,216Q1A4657,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,D,3,29,,,
22,2023JULY,216Q1A4657,R2022464,ANDROID APPLICATION DEVELOPMENT,A+,2,0,,,
22,2023JULY,216Q1A4657,R2022463,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5,15,,,
22,2023JULY,216Q1A4657,R2022462,R PROGRAMMING LAB,A+,1.5,15,,,
22,2023JULY,216Q1A4657,R2022061,COMPUTER ORGANIZATION& ARCHITECTURE,D,3,29,,,
22,2023JULY,216Q1A4657,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,29,,,
22,2023JULY,216Q1A4657,R2022052,DATABASE MANAGEMENT SYSTEMS,F,0,28,,,
22,2023JULY,216Q1A4657,R2022051,PROBABILITY AND STATISTICS,F,0,28,,,
22,2023JULY,216Q1A4657,R2022461,COMPUTER ORGANIZATION& ARCHITECTURE LAB,A+,1.5,15,,,
21,2023JULY,216Q1A4657,R2021061,DATA STRUCTURES,B,3,22,,,
21,2023JULY,216Q1A4657,R2021011,MATHEMATICS-III,E,3,23,,,
12,2022aug,216Q1A4657,R201243,DIGITAL LOGIC DESIGN LABORATORY,A+,1.5,15,,,
12,2022aug,216Q1A4657,R201242,PROBLEM SOLVING USING PYTHON LABORATORY,A+,1.5,14,,,
12,2022aug,216Q1A4657,R201239,APPLIED CHEMISTRY LABORATORY,A+,1.5,14,,,
12,2022aug,216Q1A4657,R201215,APPLIED CHEMISTRY,D,3,24,,,
12,2022aug,216Q1A4657,R201221,DIGITAL LOGIC DESIGN,D,3,23,,,
12,2022aug,216Q1A4657,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
11,2022sep,216Q1A4657,R201101,MATHEMATICS - I,F,0,23,,,
12,2022aug,216Q1A4657,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,C,3,25,,,
12,2022aug,216Q1A4657,R201201,MATHEMATICS-II,D,3,22,,,
11,2022sep,216Q1A4657,R201117,APPLIED PHYSICS,F,0,23,,,
11,2022sep,216Q1A4657,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,21,,,
12,2022aug,216Q1A4657,R201219,PROBLEM SOLVING USING PYTHON,E,3,24,,,
21,2023jan,216Q1A4657,R2021061,DATA STRUCTURES,F,0,22,,,
21,2023jan,216Q1A4657,R2021066,FREE AND OPEN SOURCE SOFTWARE,A+,2,0,,,
21,2023jan,216Q1A4657,R2021065,JAVA PROGRAMMING LAB,A+,1.5,15,,,
21,2023jan,216Q1A4657,R2021064,OS&UNIX PROGRAMMING LAB,A,1.5,10,,,
21,2023jan,216Q1A4657,R2021062,JAVA PROGRAMMING,E,3,23,,,
21,2023jan,216Q1A4657,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,C,3,29,,,
21,2023jan,216Q1A4657,R2021052,OPERATING SYSTEMS,D,3,27,,,
21,2023jan,216Q1A4657,R2021039,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4657,R202101A,COMMUNITY SERVICES PROJECT,A+,2,0,,,
21,2023jan,216Q1A4657,R2021011,MATHEMATICS-III,F,0,23,,,
21,2023jan,216Q1A4657,R2021063,DATA STRUCTURES LAB,A,1.5,10,,,
11,2023feb,216Q1A4657,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,21,,,
11,2023feb,216Q1A4657,R201101,MATHEMATICS - I,D,3,23,,,
11,2023feb,216Q1A4657,R201117,APPLIED PHYSICS,F,0,23,,,
11,2022APR,216Q1A4657,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A,1.5,12,,,
11,2022APR,216Q1A4657,R201119,APPLIED PHYSICS LAB,A+,1.5,12,,,
11,2022APR,216Q1A4657,R201117,APPLIED PHYSICS,F,0,23,,,
11,2022APR,216Q1A4657,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,21,,,
11,2022APR,216Q1A4657,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A+,1.5,15,,,
11,2022APR,216Q1A4657,R201101,MATHEMATICS - I,F,0,23,,,
11,2022APR,216Q1A4657,R201120,COMPUTER ENGINEERING WORKSHOP,A+,3,15,,,
11,2022APR,216Q1A4657,R201102,COMMUNICATIVE ENGLISH,B,3,21,,,
11,2023july,216Q1A4658,R201101,MATHEMATICS - I,F,0,19,,,
22,2023JULY,216Q1A4658,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,D,3,24,,,
22,2023JULY,216Q1A4658,R2022463,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5,13,,,
22,2023JULY,216Q1A4658,R2022462,R PROGRAMMING LAB,A,1.5,14,,,
22,2023JULY,216Q1A4658,R2022464,ANDROID APPLICATION DEVELOPMENT,A,2,0,,,
22,2023JULY,216Q1A4658,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,23,,,
22,2023JULY,216Q1A4658,R2022052,DATABASE MANAGEMENT SYSTEMS,F,0,23,,,
22,2023JULY,216Q1A4658,R2022051,PROBABILITY AND STATISTICS,F,0,22,,,
22,2023JULY,216Q1A4658,R2022461,COMPUTER ORGANIZATION& ARCHITECTURE LAB,A,1.5,12,,,
22,2023JULY,216Q1A4658,R2022061,COMPUTER ORGANIZATION& ARCHITECTURE,D,3,22,,,
12,2023aug,216Q1A4658,R201201,MATHEMATICS-II,F,0,20,,,
12,2023aug,216Q1A4658,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
11,2022sep,216Q1A4658,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,22,,,
12,2022aug,216Q1A4658,R201243,DIGITAL LOGIC DESIGN LABORATORY,A,1.5,13,,,
12,2022aug,216Q1A4658,R201242,PROBLEM SOLVING USING PYTHON LABORATORY,A,1.5,12,,,
12,2022aug,216Q1A4658,R201239,APPLIED CHEMISTRY LABORATORY,A,1.5,13,,,
12,2022aug,216Q1A4658,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,216Q1A4658,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,22,,,
12,2022aug,216Q1A4658,R201219,PROBLEM SOLVING USING PYTHON,F,0,21,,,
12,2022aug,216Q1A4658,R201215,APPLIED CHEMISTRY,F,0,19,,,
12,2022aug,216Q1A4658,R201201,MATHEMATICS-II,F,0,20,,,
11,2022sep,216Q1A4658,R201101,MATHEMATICS - I,F,0,19,,,
12,2022aug,216Q1A4658,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
11,2022sep,216Q1A4658,R201117,APPLIED PHYSICS,F,0,21,,,
12,2023jan,216Q1A4658,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2023jan,216Q1A4658,R201215,APPLIED CHEMISTRY,E,3,19,,,
12,2023jan,216Q1A4658,R201219,PROBLEM SOLVING USING PYTHON,E,3,21,,,
12,2023jan,216Q1A4658,R201201,MATHEMATICS-II,F,0,20,,,
12,2023jan,216Q1A4658,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,E,3,22,,,
21,2023jan,216Q1A4658,R2021039,ESSENCE OF INDIAN TRADITIONAL KNOWLEDGE,COMPLE,0,0,,,
21,2023jan,216Q1A4658,R2021062,JAVA PROGRAMMING,F,0,22,,,
21,2023jan,216Q1A4658,R2021065,JAVA PROGRAMMING LAB,A,1.5,14,,,
21,2023jan,216Q1A4658,R2021064,OS&UNIX PROGRAMMING LAB,A,1.5,14,,,
21,2023jan,216Q1A4658,R2021063,DATA STRUCTURES LAB,A,1.5,14,,,
21,2023jan,216Q1A4658,R2021066,FREE AND OPEN SOURCE SOFTWARE,A,2,0,,,
21,2023jan,216Q1A4658,R2021052,OPERATING SYSTEMS,C,3,28,,,
21,2023jan,216Q1A4658,R202101A,COMMUNITY SERVICES PROJECT,A,2,0,,,
21,2023jan,216Q1A4658,R2021011,MATHEMATICS-III,F,0,22,,,
21,2023jan,216Q1A4658,R2021061,DATA STRUCTURES,D,3,22,,,
21,2023jan,216Q1A4658,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,25,,,
11,2023feb,216Q1A4658,R201101,MATHEMATICS - I,F,0,19,,,
11,2023feb,216Q1A4658,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,D,3,22,,,
11,2023feb,216Q1A4658,R201117,APPLIED PHYSICS,D,3,21,,,
11,2022APR,216Q1A4658,R201117,APPLIED PHYSICS,F,0,21,,,
11,2022APR,216Q1A4658,R201120,COMPUTER ENGINEERING WORKSHOP,A,3,11,,,
11,2022APR,216Q1A4658,R201119,APPLIED PHYSICS LAB,A+,1.5,12,,,
11,2022APR,216Q1A4658,R201110,PROGRAMMING FOR PROBLEM SOLVING USING C,F,0,22,,,
11,2022APR,216Q1A4658,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,A,1.5,11,,,
11,2022APR,216Q1A4658,R201101,MATHEMATICS - I,F,0,19,,,
11,2022APR,216Q1A4658,R201102,COMMUNICATIVE ENGLISH,B,3,24,,,
11,2022APR,216Q1A4658,R201113,PROGRAMMING FOR PROBLEM SOLVING USING C,A+,1.5,13,,,
22,2023JULY,216Q1A4659,R2022463,DATABASE MANAGEMENT SYSTEMS LAB,B,1.5,12,,,
22,2023JULY,216Q1A4659,R2022464,ANDROID APPLICATION DEVELOPMENT,A,2,0,,,
22,2023JULY,216Q1A4659,R2022462,R PROGRAMMING LAB,B,1.5,11,,,
22,2023JULY,216Q1A4659,R2022461,COMPUTER ORGANIZATION& ARCHITECTURE LAB,B,1.5,12,,,
22,2023JULY,216Q1A4659,R2022055,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,E,3,16,,,
22,2023JULY,216Q1A4659,R2022053,FORMAL LANGUAGES AND AUTOMATA THEORY,F,0,16,,,
22,2023JULY,216Q1A4659,R2022051,PROBABILITY AND STATISTICS,F,0,15,,,
22,2023JULY,216Q1A4659,R2022052,DATABASE MANAGEMENT SYSTEMS,F,0,17,,,
22,2023JULY,216Q1A4659,R2022061,COMPUTER ORGANIZATION& ARCHITECTURE,E,3,16,,,
12,2023aug,216Q1A4659,R201219,PROBLEM SOLVING USING PYTHON,D,3,20,,,
12,2023aug,216Q1A4659,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,21,,,
12,2023aug,216Q1A4659,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2023aug,216Q1A4659,R201201,MATHEMATICS-II,F,0,21,,,
21,2023JULY,216Q1A4659,R2021052,OPERATING SYSTEMS,D,3,21,,,
21,2023JULY,216Q1A4659,R2021054,MATHEMATICAL FOUNDATIONS OF COMPUTER SCI,F,0,17,,,
21,2023JULY,216Q1A4659,R2021061,DATA STRUCTURES,C,3,21,,,
21,2023JULY,216Q1A4659,R2021062,JAVA PROGRAMMING,F,0,18,,,
21,2023JULY,216Q1A4659,R2021011,MATHEMATICS-III,F,0,21,,,
12,2022aug,216Q1A4659,R201221,DIGITAL LOGIC DESIGN,F,0,22,,,
12,2022aug,216Q1A4659,R201242,PROBLEM SOLVING USING PYTHON LABORATORY,A,1.5,11,,,
12,2022aug,216Q1A4659,R201215,APPLIED CHEMISTRY,E,3,19,,,
12,2022aug,216Q1A4659,R201229,CONSTITUTION OF INDIA,COMPLE,0,0,,,
12,2022aug,216Q1A4659,R201220,BASIC ELECTRICAL & ELECTRONICS ENGINEERI,F,0,21,,,
12,2022aug,216Q1A4659,R201219,PROBLEM SOLVING USING PYTHON,F,0,20,,,
